,Date,Type,Distance_km,Hours,Minutes,Seconds,Time_h,Calories,ElevGain_m,AvgSpeed_km/h,Year,Month
317,2/16/2021,Walking,3.43,0,40,39,0.6775,161,60,5.062730627,2021,2
318,2/17/2021,Cycling,22.77,0,59,21,0.989166667,440,372,23.01937658,2021,2
319,2/18/2021,Walking,3.42,0,41,56,0.698888889,162,60,4.893481717,2021,2
320,2/19/2021,Walking,3.64,0,42,50,0.713888889,174,59,5.098832685,2021,2
321,2/21/2021,Cycling,24.13,0,45,0,0.75,520,,32.17333333,2021,2
322,2/22/2021,Walking,3.71,0,42,34,0.709444444,184,67,5.229444009,2021,2
323,2/23/2021,Running,10.14,0,56,19,0.938611111,684,207,10.80319621,2021,2
324,2/24/2021,Walking,3.65,0,42,19,0.705277778,184,67,5.175265853,2021,2
325,2/25/2021,Cycling,23.98,0,45,0,0.75,520,,31.97333333,2021,2
326,2/27/2021,Running,10.12,0,56,6,0.935,687,212,10.82352941,2021,2
327,3/1/2021,Running,10.12,0,52,48,0.88,527,210,11.5,2021,3
328,3/2/2021,Walking,3.65,0,44,41,0.744722222,110,60,4.901156285,2021,3
329,3/3/2021,Cycling,24.7,0,58,38,0.977222222,490,315,25.27572484,2021,3
330,3/5/2021,Cycling,24.39,0,45,32,0.758888889,526,,32.13909224,2021,3
331,3/7/2021,Running,14.23,1,20,21,1.339166667,991,356,10.6260112,2021,3
332,3/9/2021,Cycling,25.07,1,7,45,1.129166667,484,433,22.20221402,2021,3
333,3/11/2021,Running,9.99,0,52,57,0.8825,681,207,11.32011331,2021,3
334,3/13/2021,Running,10.14,0,53,38,0.893888889,692,209,11.34369173,2021,3
335,3/17/2021,Running,10.14,0,52,0,0.866666667,690,209,11.7,2021,3
336,3/21/2021,Running,10.14,0,50,0,0.833333333,678,203,12.168,2021,3
337,3/22/2021,Walking,3.6,0,43,33,0.725833333,108,,4.959816303,2021,3
338,3/23/2021,Running,14.69,1,22,41,1.378055556,852,323,10.65994759,2021,3
339,3/25/2021,Cycling,25.07,1,5,31,1.091944444,477,448,22.9590435,2021,3
340,3/27/2021,Running,10.07,0,54,53,0.914722222,685,209,11.00880656,2021,3
341,3/31/2021,Running,10.14,0,57,2,0.950555556,580,209,10.66744594,2021,3
342,4/2/2021,Running,10.14,0,51,15,0.854166667,515,209,11.87121951,2021,4
343,4/5/2021,Cycling,23.32,0,59,0,0.983333333,439,398,23.71525424,2021,4
344,4/7/2021,Running,5.4,0,28,11,0.469722222,275,,11.49615612,2021,4
345,4/9/2021,Cycling,22.8,0,45,0,0.75,520,,30.4,2021,4
346,4/13/2021,Running,10.48,0,53,41,0.894722222,531,209,11.71313257,2021,4
347,4/22/2021,Running,10.43,0,54,4,0.901111111,558,209,11.57459926,2021,4
348,4/26/2021,Cycling,22.63,0,45,0,0.75,520,,30.17333333,2021,4
349,4/28/2021,Cycling,23.16,0,45,0,0.75,520,,30.88,2021,4
350,4/30/2021,Cycling,23.88,0,45,0,0.75,520,,31.84,2021,4
351,5/2/2021,Cycling,22.68,0,57,17,0.954722222,662,360,23.75560081,2021,5
352,5/4/2021,Cycling,24.13,0,45,0,0.75,520,,32.17333333,2021,5
353,5/5/2021,Walking,3.35,0,43,3,0.7175,160,57,4.668989547,2021,5
354,5/7/2021,Walking,3.47,0,42,43,0.711944444,159,55,4.87397581,2021,5
355,5/8/2021,Running,8.8,0,46,17,0.771388889,501,97,11.40799424,2021,5
356,5/11/2021,Walking,3.01,0,45,2,0.750555556,152,58,4.010362694,2021,5
357,5/12/2021,Walking,1.86,0,20,32,0.342222222,92,40,5.435064935,2021,5
358,5/13/2021,Walking,3.62,0,48,40,0.811111111,173,62,4.463013699,2021,5
359,5/14/2021,Walking,4.67,0,57,47,0.963055556,214,71,4.84914912,2021,5
360,5/15/2021,Walking,4.48,0,50,1,0.833611111,207,67,5.374208597,2021,5
361,5/16/2021,Walking,4.53,0,51,50,0.863888889,221,74,5.243729904,2021,5
362,5/17/2021,Walking,4.59,0,57,2,0.950555556,209,64,4.828755114,2021,5
363,5/18/2021,Walking,3.48,0,42,43,0.711944444,161,52,4.888021849,2021,5
364,5/19/2021,Walking,4.12,0,47,33,0.7925,196,66,5.19873817,2021,5
365,5/21/2021,Walking,3.59,0,42,45,0.7125,168,55,5.038596491,2021,5
366,5/22/2021,Running,4.58,0,24,30,0.408333333,242,57,11.21632653,2021,5
367,5/24/2021,Walking,4.54,0,58,18,0.971666667,221,76,4.67238422,2021,5
368,5/25/2021,Walking,3.48,0,41,21,0.689166667,161,51,5.049576784,2021,5
369,5/29/2021,Cycling,22.24,0,59,56,0.998888889,432,367,22.2647386,2021,5
370,5/30/2021,Walking,4.12,0,50,15,0.8375,192,63,4.919402985,2021,5
371,5/31/2021,Running,6.37,0,35,36,0.593333333,396,83,10.73595506,2021,5
372,6/2/2021,Cycling,24.94,1,8,35,1.143055556,479,430,21.81871203,2021,6
373,6/3/2021,Walking,3.57,0,40,52,0.681111111,165,56,5.241435563,2021,6
374,6/4/2021,Walking,4.41,0,50,41,0.844722222,203,65,5.220651102,2021,6
375,6/6/2021,Walking,3.41,0,47,20,0.788888889,166,59,4.322535211,2021,6
376,6/7/2021,Walking,3.44,0,41,50,0.697222222,158,54,4.933864542,2021,6
377,6/8/2021,Cycling,24.51,1,5,24,1.09,451,420,22.48623853,2021,6
378,6/9/2021,Walking,2.61,0,30,29,0.508055556,125,48,5.137233461,2021,6
379,6/10/2021,Cycling,25.28,1,6,42,1.111666667,461,449,22.74062969,2021,6
380,6/12/2021,Walking,3.46,0,43,0,0.716666667,161,61,4.827906977,2021,6
381,6/13/2021,Walking,3.47,0,42,38,0.710555556,162,55,4.883502737,2021,6
382,6/14/2021,Walking,4.39,0,51,11,0.853055556,199,63,5.146206447,2021,6
383,6/15/2021,Walking,3.54,0,41,29,0.691388889,162,54,5.120128566,2021,6
384,6/18/2021,Walking,2.91,0,37,43,0.628611111,136,48,4.629253204,2021,6
385,6/19/2021,Walking,4.42,0,56,26,0.940555556,204,62,4.699350266,2021,6
386,6/20/2021,Running,5.03,0,25,54,0.431666667,311,53,11.65250965,2021,6
387,6/21/2021,Walking,3.76,0,41,16,0.687777778,113,,5.466882068,2021,6
388,6/22/2021,Running,6.35,0,36,0,0.6,405,,10.58333333,2021,6
389,6/24/2021,Walking,4.65,0,56,7,0.935277778,213,71,4.971784972,2021,6
390,6/25/2021,Running,6.55,0,39,10,0.652777778,431,97,10.03404255,2021,6
391,6/27/2021,Walking,3.89,0,50,18,0.838333333,186,84,4.640159046,2021,6
392,6/28/2021,Running,7.99,0,44,41,0.744722222,522,151,10.72883253,2021,6
393,6/30/2021,Walking,4.63,0,57,30,0.958333333,214,65,4.831304348,2021,6
394,7/1/2021,Running,7.75,0,43,9,0.719166667,488,83,10.77636153,2021,7
395,7/4/2021,Running,10.26,1,1,15,1.020833333,688,179,10.05061224,2021,7
396,7/5/2021,Walking,3.39,0,43,0,0.716666667,156,52,4.730232558,2021,7
397,7/7/2021,Running,7.63,0,44,47,0.746388889,516,139,10.22255303,2021,7
398,7/11/2021,Walking,3.33,0,41,52,0.697777778,156,54,4.772292994,2021,7
399,7/12/2021,Running,10.44,0,58,47,0.979722222,709,218,10.65608166,2021,7
400,7/14/2021,Walking,4.16,0,47,4,0.784444444,188,60,5.303116147,2021,7
401,7/15/2021,Running,6.14,0,34,34,0.576111111,397,56,10.65766635,2021,7
402,7/18/2021,Running,8.21,0,47,34,0.792777778,508,102,10.35599159,2021,7
403,7/20/2021,Walking,3.27,0,42,20,0.705555556,154,52,4.634645669,2021,7
404,7/21/2021,Running,10.52,1,1,38,1.027222222,684,213,10.24121147,2021,7
405,7/23/2021,Walking,4.58,0,55,56,0.932222222,210,65,4.912991657,2021,7
406,7/24/2021,Running,10.01,0,56,1,0.933611111,606,106,10.72180899,2021,7
407,7/26/2021,Walking,4.53,0,53,47,0.896388889,209,65,5.053610164,2021,7
408,7/30/2021,Walking,3.02,0,40,2,0.667222222,,,4.526228143,2021,7
409,8/2/2021,Cycling,22.68,1,4,31,1.075277778,435,368,21.09222423,2021,8
410,8/3/2021,Walking,4.6,0,53,5,0.884722222,138,,5.199372057,2021,8
411,8/4/2021,Walking,4.46,0,54,13,0.903611111,203,63,4.935751614,2021,8
412,8/5/2021,Cycling,22.33,0,59,31,0.991944444,430,368,22.51134136,2021,8
413,8/7/2021,Walking,3.72,0,43,53,0.731388889,111,,5.086213445,2021,8
414,8/8/2021,Walking,4.23,0,44,29,0.741388889,126,,5.705507681,2021,8
415,8/10/2021,Running,8.3,0,48,43,0.811944444,489,,10.22237427,2021,8
416,8/11/2021,Walking,4.39,0,49,48,0.83,202,63,5.289156627,2021,8
417,8/12/2021,Cycling,25,1,1,28,1.024444444,496,315,24.40347072,2021,8
418,8/13/2021,Cycling,23.3,0,45,0,0.75,520,,31.06666667,2021,8
419,8/15/2021,Walking,4.31,0,52,28,0.874444444,198,61,4.92884371,2021,8
420,8/16/2021,Cycling,23.11,0,45,0,0.75,520,,30.81333333,2021,8
421,8/19/2021,Walking,4.54,0,57,2,0.950555556,205,64,4.776154296,2021,8
422,8/21/2021,Running,10.34,1,1,1,1.016944444,644,127,10.16771374,2021,8
423,8/23/2021,Walking,4.78,0,58,35,0.976388889,143,,4.895590327,2021,8
424,8/25/2021,Running,10.27,0,55,59,0.933055556,619,127,11.00684728,2021,8
425,8/28/2021,Running,10.57,1,0,35,1.009722222,651,179,10.46822558,2021,8
426,8/29/2021,Walking,3.03,0,35,35,0.593055556,91,,5.109133489,2021,8
427,8/30/2021,Walking,4.83,0,53,28,0.891111111,145,,5.420199501,2021,8
428,8/31/2021,Running,10.55,1,0,7,1.001944444,592,207,10.52952592,2021,8
429,9/1/2021,Walking,4.72,0,57,21,0.955833333,141,,4.93809939,2021,9
430,9/2/2021,Walking,3.17,0,37,51,0.630833333,95,,5.025099075,2021,9
431,9/3/2021,Running,11.61,1,8,51,1.1475,696,214,10.11764706,2021,9
432,9/5/2021,Walking,1.69,0,20,13,0.336944444,50,,,2021,9
433,9/6/2021,Running,10.01,0,59,55,0.998611111,628,132,10.02392211,2021,9
434,9/7/2021,Walking,4.74,0,52,11,0.869722222,142,,5.450015969,2021,9
435,9/8/2021,Walking,3.17,0,36,43,0.611944444,89,,5.180208806,2021,9
436,9/10/2021,Walking,4.39,0,50,15,0.8375,123,,5.241791045,2021,9
437,9/11/2021,Walking,3.64,0,45,49,0.763611111,104,,4.7668243,2021,9
438,9/14/2021,Running,6.66,0,47,43,0.795277778,414,,8.374432414,2021,9
439,9/15/2021,Walking,3.91,0,45,30,0.758333333,111,,5.156043956,2021,9
440,9/17/2021,Walking,3.76,0,46,27,0.774166667,107,,4.856835307,2021,9
441,9/22/2021,Walking,1.36,0,17,59,0.299722222,38,,4.537534754,2021,9
442,9/23/2021,Cycling,17.96,0,35,0,0.583333333,386,,30.78857143,2021,9
443,9/26/2021,Cycling,22.78,0,59,31,0.991944444,442,372,22.9649958,2021,9
444,9/30/2021,Running,7.75,0,43,47,0.729722222,516,104,10.62047963,2021,9
445,10/2/2021,Walking,6.96,2,2,30,2.041666667,390,251,3.408979592,2021,10
446,10/4/2021,Cycling,23.93,0,45,0,0.75,492,,31.90666667,2021,10
447,10/5/2021,Walking,4.61,0,54,4,0.901111111,131,,5.115906289,2021,10
448,10/6/2021,Walking,4.64,0,54,41,0.911388889,131,,5.091130753,2021,10
449,10/8/2021,Cycling,22.75,0,57,32,0.958888889,442,371,23.72537659,2021,10
450,10/9/2021,Cycling,23.25,0,45,0,0.75,492,,31,2021,10
451,10/10/2021,Walking,4.59,0,50,15,0.8375,130,,5.480597015,2021,10
452,10/11/2021,Running,10.19,1,0,26,1.007222222,691,212,10.11693326,2021,10
453,10/13/2021,Walking,3.68,0,47,36,0.793333333,104,,4.638655462,2021,10
454,10/14/2021,Cycling,25.74,1,1,51,1.030833333,523,338,24.97008892,2021,10
455,10/15/2021,Walking,4.69,0,55,7,0.918611111,133,,5.105533716,2021,10
456,10/16/2021,Cycling,24.48,1,4,0,1.066666667,484,429,22.95,2021,10
457,10/18/2021,Running,10.15,0,57,1,0.950277778,670,206,10.6810874,2021,10
458,10/19/2021,Walking,3.66,0,39,53,0.664722222,104,,5.50605934,2021,10
459,10/20/2021,Running,8.64,0,44,50,0.747222222,566,107,11.56282528,2021,10
460,10/21/2021,Walking,4.86,0,51,46,0.862777778,138,,5.632968448,2021,10
461,10/22/2021,Walking,4.88,0,52,56,0.882222222,138,,5.531486146,2021,10
462,10/23/2021,Running,14.09,1,23,28,1.391111111,976,342,10.12859425,2021,10
463,10/25/2021,Walking,4.46,0,52,56,0.882222222,126,,5.055415617,2021,10
464,10/26/2021,Running,7.28,0,37,16,0.621111111,490,144,11.72093023,2021,10
465,10/27/2021,Walking,4.64,0,52,20,0.872222222,132,,5.319745223,2021,10
466,10/28/2021,Cycling,22.23,0,45,55,0.765277778,514,,29.04827586,2021,10
467,10/29/2021,Cycling,2.28,0,45,8,0.752222222,505,,3.031019202,2021,10
468,11/5/2021,Running,10.22,0,57,18,0.955,693,210,10.70157068,2021,11
469,11/6/2021,Walking,5.15,0,54,1,0.900277778,146,,5.720456649,2021,11
470,11/7/2021,Walking,7.34,1,21,37,1.360277778,207,,5.395956708,2021,11
471,11/12/2021,Running,10.26,0,59,7,0.985277778,693,209,10.41330702,2021,11
472,11/14/2021,Cycling,22.01,0,59,1,0.983611111,424,363,22.37672974,2021,11
473,11/20/2021,Running,10.15,0,56,25,0.940277778,678,207,10.79468242,2021,11
474,11/21/2021,Walking,4.77,0,54,5,0.901388889,135,,5.29183359,2021,11
475,12/18/2021,Running,8.07,0,45,51,0.764166667,533,205,10.56052345,2021,12
476,12/23/2021,Cycling,21.64,0,45,0,0.75,492,,28.85333333,2021,12
477,12/25/2021,Cycling,25.25,0,50,50,0.847222222,556,,29.80327869,2021,12
478,12/27/2021,Walking,4.82,1,10,42,1.178333333,142,,4.090523338,2021,12
479,12/28/2021,Cycling,15.13,0,30,0,0.5,340,,30.26,2021,12
480,12/30/2021,Running,10.15,0,58,2,0.967222222,547,,10.49396898,2021,12
481,12/31/2021,Cycling,15.66,0,30,0,0.5,336,,31.32,2021,12
482,1/1/2022,Running,7.79,0,43,2,0.717222222,493,106,10.86134779,2022,1
483,1/5/2022,Cycling,16.32,0,30,12,0.503333333,346,,32.42384106,2022,1
484,1/7/2022,Running,10.18,0,55,24,0.923333333,666,214,11.02527076,2022,1
485,1/9/2022,Running,10.57,0,57,30,0.958333333,683,184,11.02956522,2022,1
486,1/11/2022,Running,11.02,0,57,13,0.953611111,691,141,11.55607341,2022,1
487,1/12/2022,Walking,2.52,0,26,12,0.436666667,74,,5.770992366,2022,1
488,1/13/2022,Cycling,19.03,0,36,42,0.611666667,416,,31.11171662,2022,1
489,1/14/2022,Running,10.19,0,52,46,0.879444444,660,210,11.58686039,2022,1
490,1/15/2022,Walking,4.67,0,55,4,0.917777778,137,,5.088377724,2022,1
491,1/16/2022,Running,6.2,0,42,35,0.709722222,376,85,8.735812133,2022,1
492,1/18/2022,Running,10.32,0,53,40,0.894444444,660,207,11.5378882,2022,1
493,1/20/2022,Walking,4.05,0,47,1,0.783611111,120,,5.168380007,2022,1
494,1/22/2022,Running,8.618,0,47,35,0.793055556,543,114,10.86683012,2022,1
495,1/23/2022,Walking,4.46,0,51,55,0.865277778,131,,5.154414125,2022,1
496,1/24/2022,Walking,3.43,0,65,10,1.086111111,101,,3.158056266,2022,1
497,1/25/2022,Running,10.31,0,55,58,0.932777778,610,,11.05300774,2022,1
498,1/27/2022,Walking,3.18,0,35,41,0.594722222,94,,5.347034096,2022,1
499,1/28/2022,Running,10.85,0,57,26,0.957222222,641,,11.33488102,2022,1
500,2/1/2022,Running,10.22,0,53,20,0.8888888888888888,603,,11.4975,2022,2
501,2/2/2022,Walking,1.53,0,17,2,0.28388888888888886,45,,5.389432485322897,2022,2
502,2/3/2022,Walking,4.62,0,54,10,0.9027777777777778,138,,5.117538461538461,2022,2
503,2/4/2022,Running,12.74,1,6,27,1.1075000000000002,761,,11.503386004514672,2022,2
504,2/6/2022,Walking,4.8,0,55,11,0.9197222222222222,141,,5.218967079432195,2022,2
505,2/10/2022,Running,7.94,0,42,10,0.7027777777777777,469,,11.298023715415022,2022,2
506,2/12/2022,Cycling,25.13,1,6,26,1.1072222222222223,430,,22.696437531359756,2022,2
507,2/13/2022,Walking,3.71,0,41,13,0.6869444444444445,109,,5.400727860897695,2022,2
508,2/14/2022,Running,10.79,0,56,22,0.9394444444444444,636,,11.485511531638084,2022,2
509,2/16/2022,Running,10.17,0,53,37,0.8936111111111111,589,,11.380789555486478,2022,2
510,2/17/2022,Walking,1.27,0,15,54,0.265,36,,4.7924528301886795,2022,2
511,2/18/2022,Cycling,18.43,0,45,18,0.755,282,278,24.410596026490065,2022,2
512,2/19/2022,Walking,3.12,0,35,27,0.5908333333333333,90,,5.280677009873061,2022,2
513,2/20/2022,Running,8.2,0,43,15,0.7208333333333333,474,,11.3757225433526,2022,2
514,2/25/2022,Running,10.78,0,58,3,0.9675,624,,11.142118863049095,2022,2
515,2/26/2022,Walking,3.27,0,39,40,0.6611111111111111,94,,4.946218487394958,2022,2
516,2/27/2022,Running,8.25,0,43,6,0.7183333333333334,478,,11.48491879350348,2022,2
517,3/1/2022,Running,7.96,0,40,41,0.6780555555555555,468,,11.739451044653832,2022,3
518,3/4/2022,Running,10.9,0,56,50,0.9472222222222222,642,,11.50733137829912,2022,3
519,3/6/2022,Cycling,22.4,0,59,17,0.9880555555555555,462,,22.670789991565925,2022,3
520,3/8/2022,Running,8.04,0,41,41,0.6947222222222222,472,,11.572970811675328,2022,3
521,3/10/2022,Running,10.33,0,53,48,0.8966666666666666,606,,11.520446096654275,2022,3
522,3/13/2022,Walking,4.15,0,51,30,0.8583333333333333,121,,4.83495145631068,2022,3
523,3/14/2022,Running,8.09,0,42,38,0.7105555555555555,474,,11.385457388584832,2022,3
524,3/15/2022,Walking,1.93,0,19,24,0.3233333333333333,56,,5.969072164948454,2022,3
525,3/16/2022,Cycling,23.35,0,45,0,0.75,507,,31.133333333333336,2022,3
526,3/18/2022,Running,10.26,0,55,11,0.9197222222222222,600,,11.155542132286318,2022,3
